datetime,word,hint,won,difficulty,total_attempts,used_attempts,correct_guessed_letters,incorrect_guessed_letters,correct_guesses,incorrect_guesses,time_taken,game_name,clicks_on_guess,category,sub_category,id_game,list_of_typed_letters
2025-05-12T17:22:50,relaxed,descontraída,True,0.8333333333333334,6,5,"r,e,l,a,x,e,d","c,s,f,o,n",,,52.02644205093384,hangman,14,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:23:20,jealous,ciumenta,False,1.0,6,6,"j,e,a","v,b,c,m,i,n",,,28.012585878372192,hangman,9,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:23:53,afraid,receosa,True,0.5,6,3,"a,f,r,a,i,d","s,g,e",,,27.011119604110718,hangman,8,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:24:18,satisfied,satisfeito,True,0.16666666666666666,6,1,"s,a,t,i,s,f,i,e,d",c,,,21.011252880096436,hangman,4,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:24:41,nervous,hervosa,True,0.0,6,0,"n,e,r,v,o,u,s",,,,21.01414394378662,hangman,8,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:25:18,fearful,receosa,True,0.5,6,3,"f,e,a,r,f,u,l","s,d,m",,,35.018171548843384,hangman,10,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:25:37,calm,calma,True,0.0,6,0,"c,a,l,m",,,,14.008744955062866,hangman,4,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:25:44,lost,perdido,True,0.0,6,0,"l,o,s,t",,,,4.003529071807861,hangman,1,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:26:31,miserable,miserável,True,0.16666666666666666,6,1,"m,i,s,e,r,a,b,l,e",v,,,45.025091886520386,hangman,10,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:26:37,happy,feliz,True,0.0,6,0,"h,a,p,p,y",,,,4.002594232559204,hangman,1,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:26:50,motivated,motivado,True,0.0,6,0,"m,o,t,i,v,a,t,e,d",,,,10.005266904830933,hangman,2,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:27:07,interested,interessado,True,0.0,6,0,"i,n,t,e,r,e,s,t,e,d",,,,15.009453296661377,hangman,3,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:27:26,excited,entusiasmado,False,1.0,6,6,i,"h,m,s,u,a,n",,,13.00772476196289,hangman,7,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:28:11,angry,zangado,False,1.0,6,6,"a,r","p,m,s,u,f,t",,,41.03680872917175,hangman,8,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:28:47,desperate,desesperado,True,0.0,6,0,"d,e,s,p,e,r,a,t,e",,,,31.013173818588257,hangman,5,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:28:56,unhappy,infeliz,True,0.0,6,0,"u,n,h,a,p,p,y",,,,6.001827716827393,hangman,1,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:29:39,hopeless,desesperançada,False,1.0,6,6,"o,p,e,e,s,s","r,d,x,u,a,n",,,39.030746936798096,hangman,11,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:30:23,jealous,ciumenta,False,1.0,6,6,"j,e,a,s","b,c,m,i,g,n",,,35.020577907562256,hangman,13,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:31:16,lonely,solitário,False,1.0,6,6,"l,o,l,y","h,s,i,u,a,t",,,45.02435111999512,hangman,7,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:31:46,jealous,ciumenta,True,0.16666666666666666,6,1,"j,e,a,l,o,u,s",n,,,11.006711721420288,hangman,1,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:33:01,bored,entediado,False,1.0,6,6,"o,e,d","h,i,x,a,t,n",,,58.03298091888428,hangman,9,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:34:02,eager,ansioso,False,1.0,6,6,"e,a,e,r","h,d,i,w,j,n",,,55.03116846084595,hangman,10,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:34:55,joyful,jubiloso,False,1.0,6,6,"j,o,f,u,l","k,b,m,s,i,a",,,43.02081656455994,hangman,11,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:36:02,impressed,impressionada,True,0.5,6,3,"i,m,p,r,e,s,s,e,d","n,t,y",,,54.03134298324585,hangman,11,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:36:37,thankful,agradecida,False,1.0,6,6,"h,a,f,u,l","d,v,p,i,x,y",,,30.01574397087097,hangman,9,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:37:12,furious,furioso,False,1.0,6,6,"u,i,o,u,s","h,d,p,b,w,a",,,30.01823353767395,hangman,11,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:38:03,surprised,surpreso,True,0.3333333333333333,6,2,"s,u,r,p,r,i,s,e,d","o,a",,,48.02588391304016,hangman,5,descrição_de_pessoas,estados_emocionais,1b153157fd1d455e,
2025-05-12T17:41:51,truth,a verdade,False,1.0,6,6,"t,r,u,t","d,s,i,l,e,y",,,74.06207704544067,hangman,7,descrição_de_pessoas,valores_e_vícios,6369277419981724,
2025-05-13T09:02:20,scale,a balança,False,1.0,6,6,"s,a","g,j,f,d,k,h",,,13.021229267120361,hangman,8,compras,em_loja,36dfe6691650924c,
2025-05-13T09:04:46,dressing room,o provador,True,0.0,6,0,"d,r,e,s,s,i,n,g,r,o,o,m",,,,23.022597789764404,hangman,4,compras,em_loja,35c55ee65682c978,"d,r,e,s,s,i,n,g,o,m"
2025-05-13T09:06:52,sales slip,o recibo,False,1.0,6,6,"s,a,l,e,s,s,l,i","h,b,k,n,r,o",,,53.03717637062073,hangman,11,compras,em_loja,35c55ee65682c978,"r,e,s,i,b,o,n,h,a,l,k"
2025-05-13T09:10:36,discount,o desconto,True,0.6666666666666666,6,4,"d,i,s,c,o,u,n,t","r,e,a,f",,,18.0121169090271,hangman,8,compras,em_loja,35c55ee65682c978,"r,e,f,a,u,n,d,i,s,c,o,u,n,t"
2025-05-13T09:11:10,checkout,a caixa,True,0.16666666666666666,6,1,"c,h,e,c,k,o,u,t",n,,,31.01874566078186,hangman,7,compras,em_loja,35c55ee65682c978,"c,o,u,n,t,e,k,h"
2025-05-13T09:11:17,to buy,comprar,True,0.0,6,0,"t,o,b,u,y",,,,5.003415107727051,hangman,1,compras,em_loja,35c55ee65682c978,"t,o,b,u,y"
2025-05-13T09:11:39,price tag,o preço,True,0.0,6,0,"p,r,i,c,e,t,a,g",,,,7.1724560260772705,hangman,3,compras,em_loja,35c55ee65682c978,"p,r,i,c,e,t,a,g"
2025-05-13T09:11:54,shopping,as compras,True,0.0,6,0,"s,h,o,p,p,i,n,g",,,,13.005271196365356,hangman,2,compras,em_loja,35c55ee65682c978,"s,h,p,p,p,i,n,g,o"
2025-05-13T09:12:05,cost,o custo,True,0.0,6,0,"c,o,s,t",,,,9.005631446838379,hangman,1,compras,em_loja,35c55ee65682c978,"c,o,s,t"
2025-05-13T09:12:15,to sell,vender,True,0.0,6,0,"t,o,s,e,l,l",,,,8.005398750305176,hangman,1,compras,em_loja,35c55ee65682c978,"t,o,s,e,l"
2025-05-13T09:14:23,scale,a balança,False,1.0,6,6,"c,a,l,e","z,b,d,k,n,o",,,29.027422666549683,hangman,13,compras,em_loja,4b69f5914ae62b6c,"b,a,l,a,n,c,e,k,o,e,d,c,z"
2025-05-13T09:34:00,to feel,sentir,True,0.0,6,0,"t,o,f,e,e,l",,,,15.009260177612305,hangman,1,verbos,expressão_de_sentimentos,73f5d701dcf180f7,"t,o,f,e,l,l"
2025-05-13T09:36:58,could i/l borrow your pen?,Poderia emprestar-me a sua caneta?,False,1.0,6,6,"c,o,u,l,d,i,l,o,r,r,o,w,y,o,u,r,p,e,n","h,z,k,s,a,t",,,176.10275864601135,hangman,18,conversa_geral,ajuda_e_conselhos,73f5d701dcf180f7,"w,o,u,l,d,h,p,e,n,y,r,u,s,u,l,i,a,d,l,z,c,r,t,u,k"
2025-05-13T09:38:49,i'm in transit for singapore.,Estou em trânsito para Singapura.,True,0.5,6,3,"i,m,i,n,t,r,a,n,s,i,t,f,o,r,s,i,n,g,a,p,o,r,e","w,u,y",,,105.07691669464111,hangman,16,avião,controlo_de_passaporte_e_alfândega,73f5d701dcf180f7,"i,m,i,n,s,i,n,g,g,a,p,u,r,e,o,t,y,w,a,t,f"
2025-05-13T09:39:00,to call,chamar,True,0.0,6,0,"t,o,c,a,l,l",,,,6.004525661468506,hangman,1,verbos,comunicação,73f5d701dcf180f7,"t,o,c,a,l,l"
2025-05-13T12:45:25,who,quem,True,0.0,6,0,"w,h,o",,,,12.005159616470337,hangman,1,outras_partes_do_discurso,pronomes,4779b49e25529a3f,"w,h,o"
2025-05-13T12:45:48,to head,comandar,True,0.5,6,3,"t,o,h,e,a,d","l,c,f",,,21.009965181350708,hangman,4,verbos,gestão,4779b49e25529a3f,"t,o,c,h,e,f,l,a,d"
2025-05-13T12:48:41,please let me know if you need my help.,"Por favor, diga-me se precisar da minha ajuda.",True,0.5,6,3,"p,l,e,a,s,e,l,e,t,m,e,k,n,o,w,i,f,y,o,u,n,e,e,d,m,y,h,e,l,p","c,v,r",,,171.10177874565125,hangman,18,conversa_geral,ajuda_e_conselhos,4779b49e25529a3f,"p,l,e,a,s,e,m,h,n,e,e,d,v,o,h,w,s,k,i,y,u,m,c,t,r,n,f"
2025-05-13T12:55:48,pull,Puxar,True,0.3333333333333333,6,2,"p,u,l,l","s,h",,,28.02267837524414,hangman,2,avião,sinais_do_aeroporto,48d79ea1752a77ee,"p,u,s,h,l"
2025-05-13T12:56:30,pull,Puxar,True,0.0,6,0,"p,u,l,l",,,,5.003232717514038,hangman,1,avião,sinais_do_aeroporto,af79a3e48b2b1ea,"p,u,l,l"
2025-05-13T15:00:32,black,preto,True,0.0,6,0,"b,l,a,c,k",,,,4.002797365188599,hangman,1,sistemas,cores,bf794e77856f575,"b,l,a,c,k"
2025-05-13T15:02:43,could you roll up your sleeve?,Pode arregaçar a sua manga?,False,1.0,6,6,"c,o,u,l,d,y,o,u,o,l,l,u,y,o,u,l","a,n,m,w,k,i",,,129.1511995792389,hangman,7,saúde,no_médico,bf794e77856f575,"w,o,u,l,d,c,a,n,y,u,i,k,d,m"
2025-05-13T15:04:44,young,jovem,False,1.0,6,6,,"a,t,m,l,w,e",,,50.02829074859619,hangman,3,pessoas,idade_e_eventos_da_vida,274571fb91f400af,"t,e,a,m,w,l"
2025-05-13T15:08:19,please have your passport ready,"Por favor, tenham o vosso passaporte à mão",True,0.0,6,0,"p,l,e,a,s,e,h,a,v,e,y,o,u,r,p,a,s,s,p,o,r,t,r,e,a,d,y",,,,42.01744985580444,hangman,6,avião,sinais_do_aeroporto,799490b228869ae3,"p,l,e,a,s,e,o,r,t,h,v,y,u,r,d"
2025-05-13T15:08:50,on,sobre,True,0.5,6,3,"o,n","u,i,p",,,29.01991868019104,hangman,3,outras_partes_do_discurso,preposições,799490b228869ae3,"u,p,i,n,o"
2025-05-13T15:09:58,are you free tomorrow?,Vai estar livre amanhã?,True,0.16666666666666666,6,1,"a,r,e,y,o,u,f,r,e,e,t,o,m,o,r,r,o,w",h,,,65.05264568328857,hangman,7,fazer_amigos,organizar_um_encontro,799490b228869ae3,"y,o,u,a,r,e,f,t,w,h,m"
2025-05-13T15:10:23,to pull up,levantar,True,0.3333333333333333,6,2,"t,o,p,u,l,l,u,p","g,e",,,23.016581773757935,hangman,2,esportes,ginásio,799490b228869ae3,"t,o,g,e,t,u,p,l"
2025-05-13T16:11:15,her,dela,True,0.0,6,0,"h,e,r",,,,13.006958246231079,hangman,1,outras_partes_do_discurso,pronomes,3b23e3607f3627cb,"h,e,r"
2025-05-13T16:11:31,police car,o carro de polícia,True,0.0,6,0,"p,o,l,i,c,e,c,a,r",,,,14.005311012268066,hangman,1,segurança,polícia,3b23e3607f3627cb,"p,o,l,i,c,e,c,a,r"
2025-05-13T16:14:03,all,todos,True,0.0,6,0,"a,l,l",,,,150.15040063858032,hangman,1,outras_partes_do_discurso,expressão_de_quantidades,3b23e3607f3627cb,"a,l,l"
2025-05-13T16:16:00,pull,Puxar,True,0.0,6,0,"p,u,l,l",,,,115.2583167552948,hangman,1,avião,sinais_do_aeroporto,3b23e3607f3627cb,"p,u,l,l"
2025-05-13T16:16:13,to come,vir,True,0.0,6,0,"t,o,c,o,m,e",,,,12.010724067687988,hangman,2,verbos,ações_1,3b23e3607f3627cb,"t,o,c,o,m,e"
2025-05-13T16:16:59,back,as costas,False,1.0,6,6,"b,a,c","m,q,z,e,n,r",,,44.023473262786865,hangman,9,corpo,membros_do_corpo,3b23e3607f3627cb,"b,r,e,a,m,n,q,c,z"
2025-05-13T16:17:05,school,a escola,True,0.0,6,0,"s,c,h,o,o,l",,,,5.001595973968506,hangman,1,educação,escola,3b23e3607f3627cb,"s,c,h,o,o,l"
2025-05-13T16:17:43,trash bag,o saco do lixo,True,0.16666666666666666,6,1,"t,r,a,s,h,b,a,g",c,,,32.01681923866272,hangman,2,compras,produtos_para_o_lar,3b23e3607f3627cb,"t,r,a,c,h,b,a,g,s"
2025-05-13T16:18:00,to call,chamar,True,0.0,6,0,"t,o,c,a,l,l",,,,14.006144523620605,hangman,1,verbos,comunicação,3b23e3607f3627cb,"t,o,c,a,l,l"
2025-05-13T16:18:29,then,então,True,0.0,6,0,"t,h,e,n",,,,28.08888816833496,hangman,2,advérbios,de_tempo_e_frequência,3b23e3607f3627cb,"t,h,e,n"
2025-05-13T16:20:14,six,seis,True,0.0,6,0,"s,i,x",,,,3.0667531490325928,hangman,1,sistemas,numerais_cardinais,3b23e3607f3627cb,"s,i,x"
2025-05-13T16:26:11,to drink,beber,True,0.0,6,0,"t,o,d,r,i,n,k",,,,21.009209394454956,hangman,1,corpo,ações,4d4bf886ce519543,"t,o,d,r,i,n,k"
2025-05-13T16:26:19,ten,dez,True,0.0,6,0,"t,e,n",,,,6.4933390617370605,hangman,1,sistemas,numerais_cardinais,4d4bf886ce519543,"t,e,n"
2025-05-13T16:26:48,to sleep,dormir,True,0.0,6,0,"t,o,s,l,e,e,p",,,,7.202955484390259,hangman,1,corpo,ações,4d4bf886ce519543,"t,o,s,l,e,e,p"
2025-05-13T16:27:27,to make,fazer,True,0.0,6,0,"t,o,m,a,k,e",,,,37.30705189704895,hangman,1,verbos,ações_1,4d4bf886ce519543,"t,o,m,a,k,e"
2025-05-13T16:27:51,new moon,a lua nova,True,0.0,6,0,"n,e,w,m,o,o,n",,,,7.935605525970459,hangman,1,educação,astronomia,4d4bf886ce519543,"n,e,w,m,o,o,m"
2025-05-13T16:28:37,ten,dez,True,0.0,6,0,"t,e,n",,,,4.365297317504883,hangman,1,sistemas,numerais_cardinais,34ab9e9adb277c45,"t,e,n"
2025-05-13T16:36:30,show,o programa,True,0.8333333333333334,6,5,"s,h,o,w","a,c,u,t,p",,,30.10154366493225,hangman,8,comunicações,tv_e_rádio,3834c899bf9372c2,"p,a,t,c,u,o,s,h,w"
2025-05-13T16:36:39,dinner,o jantar,True,0.0,6,0,"d,i,n,n,e,r",,,,8.003574848175049,hangman,1,comida_e_bebidas,refeições,3834c899bf9372c2,"d,i,n,n,e,r"
2025-05-13T16:36:47,police car,o carro de polícia,True,0.0,6,0,"p,o,l,i,c,e,c,a,r",,,,6.002822637557983,hangman,1,segurança,polícia,3834c899bf9372c2,"p,o,l,i,c,e,c,a,r"
2025-05-13T16:37:16,neck,o pescoço,True,0.6666666666666666,6,4,"n,e,c,k","p,b,s,r",,,24.341816186904907,hangman,9,corpo,membros_do_corpo,3834c899bf9372c2,"p,e,s,c,k,b,s,r,n"
2025-05-13T16:37:25,now,agora,True,0.0,6,0,"n,o,w",,,,3.4377002716064453,hangman,1,advérbios,de_tempo_e_frequência,3834c899bf9372c2,"n,o,w"
2025-05-13T16:39:52,to show,mostrar,True,0.0,6,0,"t,o,s,h,o,w",,,,6.6228930950164795,hangman,1,verbos,ações_1,3834c899bf9372c2,"t,o,s,h,o,w"
2025-05-13T16:40:18,can,a lata,False,1.0,6,6,"c,a","l,s,e,b,i,t",,,24.009855031967163,hangman,9,compras,loja_de_utensilios_de_cozinha,3834c899bf9372c2,"t,l,a,t,c,i,e,s,b"
2025-05-13T16:41:18,ship,o navio,False,1.0,6,6,,"v,a,b,c,y,n",,,19.00804567337036,hangman,3,transportes,transportes_aquaticos,3834c899bf9372c2,"n,a,y,v,b,c"
2025-05-13T16:42:21,i'm tired.,Estou cansado.,False,1.0,6,6,"i,m,i,r,e","g,s,a,b,p,o",,,60.031681299209595,hangman,8,conversa_geral,expressar_sentimentos,3834c899bf9372c2,"i,m,b,s,a,p,o,e,r,g"
2025-05-13T16:42:52,mean,mau,False,1.0,6,6,"e,a","v,b,u,i,d,o",,,26.012366771697998,hangman,6,descrição_de_pessoas,caracteristicas_2,3834c899bf9372c2,"b,a,d,e,i,o,u,v"
2025-05-13T16:43:16,gang,o gangue,True,0.0,6,0,"g,a,n,g",,,,5.002897262573242,hangman,1,pessoas,amor_e_amizade,3834c899bf9372c2,"g,a,n,g"
2025-05-13T16:43:37,show,o espetáculo,True,0.0,6,0,"s,h,o,w",,,,8.116549015045166,hangman,3,tempo_de_lazer,teatro,3834c899bf9372c2,"s,h,o,w"
2025-05-13T16:44:29,in front of,na frente de,True,0.0,6,0,"i,n,f,r,o,n,t,o,f",,,,22.24022340774536,hangman,1,outras_partes_do_discurso,preposições,3834c899bf9372c2,"i,n,f,r,o,n,t,o,f"
2025-05-13T16:44:39,to know,saber,True,0.0,6,0,"t,o,k,n,o,w",,,,6.00487208366394,hangman,1,verbos,ensinar_e_aprender,3834c899bf9372c2,"t,o,k,n,o,w"
2025-05-13T16:44:45,but,mas,True,0.0,6,0,"b,u,t",,,,4.0009849071502686,hangman,1,outras_partes_do_discurso,conjunções,3834c899bf9372c2,"b,u,t"
2025-05-13T16:45:16,in,no,True,0.0,6,0,"i,n",,,,4.002122640609741,hangman,1,outras_partes_do_discurso,preposições,3834c899bf9372c2,"i,n"
2025-05-13T16:46:26,who.,quem,True,0.5,6,3,"w,h,o","n,e,a",,,25.009212970733643,hangman,5,outras_partes_do_discurso,pronomes,3834c899bf9372c2,"w,e,n,a,o,h"
2025-05-13T16:46:54,nut,a porca,False,1.0,6,6,u,"a,e,c,i,p,o",,,23.894667625427246,hangman,8,compras,loja_de_ferragens,3834c899bf9372c2,"p,e,c,a,u,i,e,o"
2025-05-13T16:53:21,call,a chamada,True,0.0,6,0,"c,a,l,l",,,,5.003165245056152,hangman,1,comunicações,telefones,153a81a74715899,"c,a,l,l"
2025-05-13T16:53:34,pop,0 pop,True,0.0,6,0,"p,o,p",,,,12.010724782943726,hangman,1,cultura,música,153a81a74715899,"p,o,p"
2025-05-13T16:53:49,jump,o salto,True,0.0,6,0,"j,u,m,p",,,,9.003262281417847,hangman,1,esportes,ginásio,153a81a74715899,"j,u,m,p"
2025-05-13T16:54:55,to recycle,reciclar,False,1.0,6,6,"t,o,r,e,c,c,l,e","v,s,a,i,n,h",,,63.50986957550049,hangman,8,ambiente,poluição,153a81a74715899,"t,o,r,e,c,i,c,l,e,a,i,a,s,h,v,n"
2025-05-13T16:57:38,we got cut off,Nós fomos cortados,False,1.0,6,6,"w,e,g,o,o,f,f","l,v,s,d,k,r",,,51.02334475517273,hangman,11,meios_de_comunicação,telefone,2e0fb347a6f851fc,"w,e,g,o,s,l,e,o,f,f,r,w,l,k,v,d"
2025-05-13T16:59:55,to taste,provar,False,1.0,6,6,"t,o,t,a,t,e","l,v,c,k,r,p",,,23.267305850982666,hangman,10,corpo,ações,32ba823edcd4e4d8,"t,o,p,r,o,v,e,o,e,r,c,p,a,p,l,k"
2025-05-13T17:04:36,never,hunca,True,0.0,6,0,"n,e,v,e,r",,,,6.003376007080078,hangman,1,advérbios,de_tempo_e_frequência,4e053a59daa0e36b,"n,e,v,e,r"
2025-05-13T17:04:42,watch,o relógio,True,0.0,6,0,"w,a,t,c,h",,,,5.003003835678101,hangman,1,moda,acessórios,4e053a59daa0e36b,"w,a,t,c,h"
2025-05-13T17:04:54,to pull,puxar,True,0.3333333333333333,6,2,"t,o,p,u,l,l","s,h",,,11.006747245788574,hangman,2,verbos,ações_1,4e053a59daa0e36b,"t,o,p,u,s,h,l"
2025-05-13T17:06:03,to head,comandar,True,0.0,6,0,"t,o,h,e,a,d",,,,4.191071033477783,hangman,1,verbos,gestão,4e053a59daa0e36b,"t,o,h,e,a,d"
2025-05-13T17:06:10,us,nos,True,0.0,6,0,"u,s",,,,3.2277989387512207,hangman,1,outras_partes_do_discurso,pronomes,4e053a59daa0e36b,"u,s"
2025-05-13T17:06:17,then,então,True,0.0,6,0,"t,h,e,n",,,,3.8928959369659424,hangman,1,advérbios,de_tempo_e_frequência,4e053a59daa0e36b,"t,h,e,n"
2025-05-13T17:06:39,new,novo,True,0.0,6,0,"n,e,w",,,,3.001344919204712,hangman,1,adjetivos,descrição_de_objetos,4e053a59daa0e36b,"n,e,w"
2025-05-13T17:07:31,to light a fire,acender,False,1.0,6,6,"t,o,i,g,h,t,a,f,i,r,e","m,s,c,w,k,p",,,50.0267071723938,hangman,9,tempo_de_lazer,campismo,4e053a59daa0e36b,"t,o,m,a,k,e,s,a,f,i,r,e,e,p,a,f,g,h,w,c"
2025-05-13T17:08:19,too,demasiado,False,1.0,6,6,"o,o","l,s,a,w,n,h",,,16.168057441711426,hangman,6,advérbios,advérbios_de_grau,4e053a59daa0e36b,"l,o,o,w,n,s,h,a"
2025-05-13T17:09:01,to dress,vestir,True,0.0,6,0,"t,o,d,r,e,s,s",,,,13.919325590133667,hangman,3,moda,roupas,4e053a59daa0e36b,"t,o,d,r,e,s,s"
2025-05-13T17:09:46,time,o tempo,True,0.0,6,0,"t,i,m,e",,,,3.9695606231689453,hangman,1,sistemas,hora,4e053a59daa0e36b,"t,i,m,e"
2025-05-13T17:09:54,pull,Puxar,True,0.0,6,0,"p,u,l,l",,,,4.137129306793213,hangman,1,avião,sinais_do_aeroporto,4e053a59daa0e36b,"p,u,l,l"
2025-05-13T17:10:59,punching bag,o saco de boxe,True,0.5,6,3,"p,u,n,c,h,i,n,g,b,a,g","e,x,o",,,33.015472412109375,hangman,6,esportes,equipamento_esportivo,4e053a59daa0e36b,"b,o,x,i,n,g,b,a,g,e,u,p,c,h"
2025-05-13T17:16:20,she,ela,True,0.0,6,0,"s,h,e",,,,4.779003620147705,hangman,1,outras_partes_do_discurso,pronomes,73c9996db0f1861c,"s,h,e"
2025-05-13T17:22:48,so that,para que,True,0.3333333333333333,6,2,"s,o,t,h,a,t","z,x",,,34.063817501068115,hangman,7,outras_partes_do_discurso,conjunções,7f5692902544c632,"t,o,s,a,z,x,h"
2025-05-13T17:24:50,do not enter,Sentido Proíbido,False,1.0,6,6,"o,o,t,t","s,a,z,f,x,p",,,25.011530876159668,hangman,7,carro,sinais_de_estrada,1664c2890d63d20c,"t,o,p,s,p,a,z,x,f"
2025-05-13T17:27:45,puff pastry,a massa folhada,False,1.0,6,6,"p,p,a,s,t","m,g,l,e,j,x",,,27.010818004608154,hangman,13,comida_e_bebidas,pães,1f4645d0839fe958,"m,a,s,s,p,a,s,t,e,l,a,g,j,l,s,x"
2025-05-13T17:28:35,too,demasiado,True,0.0,6,0,"t,o,o",,,,10.663326025009155,hangman,1,advérbios,advérbios_de_grau,15e3e77767df20c2,"t,o,o"
2025-05-13T17:29:09,hot chocolate,o chocolate quente,True,0.0,6,0,"h,o,t,c,h,o,c,o,l,a,t,e",,,,17.011712789535522,hangman,2,comida_e_bebidas,bebidas_não_alcoólicas,114c08d3ce617c5,"h,o,t,c,h,o,c,o,l,a,t,e"
2025-05-13T17:30:04,why,porquê,True,0.5,6,3,"w,h,y","e,a,o",,,20.390471696853638,hangman,4,advérbios,palavras_interrogativas_e_ligação,114c08d3ce617c5,"w,a,y,o,e,h"
2025-05-13T17:30:25,to like,gostar,True,0.0,6,0,"t,o,l,i,k,e",,,,6.2990288734436035,hangman,2,verbos,expressão_de_sentimentos,114c08d3ce617c5,"l,i,k,e,t,o"
2025-05-13T17:31:09,too,demasiado,True,0.0,6,0,"t,o,o",,,,5.178760528564453,hangman,1,advérbios,advérbios_de_grau,114c08d3ce617c5,"t,o,o"
2025-05-13T17:31:25,then,então,True,0.0,6,0,"t,h,e,n",,,,3.3154401779174805,hangman,1,advérbios,de_tempo_e_frequência,114c08d3ce617c5,"t,h,e,n"
2025-05-13T17:31:55,to cover,cobrir,False,1.0,6,6,"t,o,c,o,e","l,a,p,b,d,h",,,29.58859634399414,hangman,9,verbos,ações_2,114c08d3ce617c5,"t,o,c,l,a,p,e,h,b,d"
2025-05-13T17:34:23,"i'm sorry, but the shrimp soup is finished.","Lamento, mas a sopa de camarão acabou.",False,1.0,6,6,"i,m,s,o,r,r,y,b,u,t,t,h,e,s,h,r,i,m,p,s,o,u,p,i,s,i,i,s,h,e,d","v,a,z,w,c,x",,,71.81912565231323,hangman,17,comida,carne_e_peixe,114c08d3ce617c5,"i,m,s,o,r,r,y,b,u,t,t,h,e,s,o,u,p,e,y,d,p,x,e,z,v,h,w,e,s,x,a,z,c"
2025-05-13T17:34:54,game,acaça,False,1.0,6,6,"a,e","j,w,c,u,f,p",,,30.1557400226593,hangman,9,comida_e_bebidas,carne,114c08d3ce617c5,"c,a,p,e,u,f,j,e,w"
2025-05-13T17:36:03,to show,mostrar,True,0.0,6,0,"t,o,s,h,o,w",,,,8.003615856170654,hangman,1,verbos,ações_1,114c08d3ce617c5,"t,o,s,h,o,w"
2025-05-13T17:37:55,ten,dez,True,0.0,6,0,"t,e,n",,,,3.0017929077148438,hangman,1,sistemas,numerais_cardinais,114c08d3ce617c5,"t,e,n"
2025-05-13T17:39:27,the tank is not full.,O tanque não está cheio.,True,0.16666666666666666,6,1,"t,h,e,t,a,n,k,i,s,n,o,t,f,u,l,l",d,,,19.899020195007324,hangman,2,carro,aluguer_de_carro,114c08d3ce617c5,"t,h,e,t,a,n,k,d,o,n,o,t,f,u,l,l,i,s"
2025-05-13T17:40:47,do you know these road signs?,Conheces estes sinais de trânsito?,True,0.16666666666666666,6,1,"d,o,y,o,u,k,n,o,w,t,h,e,s,e,r,o,a,d,s,i,g,n,s",l,,,54.027610540390015,hangman,6,carro,conduzir_e_estacionar,114c08d3ce617c5,"d,o,y,o,u,k,n,o,w,t,h,i,s,a,r,l,g,e"
2025-05-13T17:41:27,to double,duplicar,True,0.3333333333333333,6,2,"t,o,d,o,u,b,l,e","v,i",,,40.14154100418091,hangman,5,educação,matematica,114c08d3ce617c5,"t,o,d,i,v,i,d,e,b,l,o,u"
2025-05-13T17:43:11,six,seis,True,0.0,6,0,"s,i,x",,,,3.14410400390625,hangman,1,sistemas,numerais_cardinais,114c08d3ce617c5,"s,i,x"
2025-05-13T17:43:55,how do they feel?,eee ee Como se sente com eles?,True,0.16666666666666666,6,1,"h,o,w,d,o,t,h,e,y,f,e,e,l",s,,,43.67206382751465,hangman,5,compras,sapatos,114c08d3ce617c5,"h,o,w,d,o,s,f,e,l,l,t,y"
